"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls"
"220","WV",112,"area_code_415","no","no",0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1
"221","SC",88,"area_code_510","no","no",0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4
"222","IL",87,"area_code_510","no","no",0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1
"223","OK",176,"area_code_408","no","no",0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2
"224","NE",194,"area_code_408","no","no",0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1
"225","NY",59,"area_code_408","no","no",0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2
"226","NC",26,"area_code_415","no","no",0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3
"227","MD",79,"area_code_510","no","yes",31,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3
"228","OK",121,"area_code_408","no","yes",31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4
"229","GA",44,"area_code_510","no","no",0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3
"230","TX",58,"area_code_408","no","yes",20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1
"231","MT",74,"area_code_408","no","no",0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2
"232","RI",53,"area_code_408","no","yes",18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0
"233","ID",99,"area_code_415","no","no",0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1
"234","ME",97,"area_code_510","no","no",0,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,3
"235","MD",85,"area_code_510","yes","no",0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2
"236","IN",108,"area_code_510","no","no",0,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2
"237","DE",51,"area_code_510","no","no",0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1
"238","WI",44,"area_code_415","yes","no",0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1
"239","SD",114,"area_code_415","no","yes",36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1
"240","IN",113,"area_code_415","no","no",0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1
"241","OK",101,"area_code_408","no","no",0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5
"242","WI",117,"area_code_408","no","yes",14,80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32,1
"243","AL",109,"area_code_408","no","no",0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2
"244","PA",82,"area_code_408","no","no",0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1
"245","ME",82,"area_code_510","no","yes",29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2
"246","AZ",84,"area_code_415","no","no",0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1
"247","MO",112,"area_code_415","no","no",0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2
"248","RI",129,"area_code_415","no","no",0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0
"249","NC",63,"area_code_415","no","yes",29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1
"250","WY",111,"area_code_415","no","no",0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3
"251","OR",151,"area_code_510","no","no",0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4
"252","NV",105,"area_code_415","yes","yes",29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1
"253","WA",166,"area_code_408","yes","yes",35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2
"254","VA",153,"area_code_510","no","no",0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1
"255","KS",163,"area_code_415","no","no",0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1
"256","DC",126,"area_code_510","no","no",0,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1
"257","ME",105,"area_code_408","no","yes",33,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2
"258","LA",172,"area_code_415","no","no",0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3
"259","DE",87,"area_code_510","no","no",0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4
"260","NJ",122,"area_code_415","no","yes",34,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2
"261","MO",36,"area_code_408","no","no",0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2
"262","NC",64,"area_code_408","no","yes",19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0
"263","ND",88,"area_code_415","no","no",0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2
"264","VA",74,"area_code_408","no","no",0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1
"265","CO",111,"area_code_510","no","yes",24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14,4,3.78,1
"266","WV",153,"area_code_408","no","yes",28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0
"267","ME",88,"area_code_415","no","no",0,192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03,1
"268","WI",131,"area_code_415","no","yes",39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0
"269","NY",140,"area_code_415","no","no",0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2
"270","WY",87,"area_code_415","no","yes",22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3
"271","MN",55,"area_code_415","no","no",0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0
"272","AK",130,"area_code_415","no","no",0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2
"273","VA",34,"area_code_415","no","no",0,151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0
"274","CO",139,"area_code_415","no","no",0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1
"275","GA",112,"area_code_415","no","yes",22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2
"276","OR",120,"area_code_415","no","no",0,252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2
"277","WV",32,"area_code_408","no","yes",26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1
"278","CO",60,"area_code_408","no","no",0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3
"279","LA",43,"area_code_415","no","no",0,241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1
"280","MA",42,"area_code_408","no","no",0,241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0
"281","TX",75,"area_code_415","yes","no",0,222.4,78,37.81,327,111,27.8,208,104,9.36,8.7,9,2.35,1
"282","KS",116,"area_code_510","no","no",0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1
"283","NE",189,"area_code_415","no","yes",38,256.7,98,43.64,150.5,120,12.79,123,87,5.54,11.4,3,3.08,3
"284","CO",63,"area_code_415","no","yes",32,30.9,113,5.25,187,113,15.9,230.8,101,10.39,8.6,7,2.32,1
"285","ME",176,"area_code_415","no","no",0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3
"286","CO",71,"area_code_415","no","no",0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1
"287","KS",88,"area_code_415","no","no",0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2
"288","NJ",92,"area_code_510","no","yes",29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8,4,2.16,3
"289","WA",63,"area_code_408","no","no",0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0
"290","NH",37,"area_code_415","no","no",0,206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0
"291","CT",84,"area_code_510","no","yes",42,165.3,97,28.1,223.5,118,19,260.8,72,11.74,7.6,7,2.05,3
"292","DC",139,"area_code_510","no","no",0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2
"293","TN",69,"area_code_510","no","no",0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3
"294","MO",106,"area_code_415","no","no",0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,2
"295","SD",168,"area_code_415","no","yes",22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2
"296","AK",78,"area_code_510","no","no",0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2
"297","CT",100,"area_code_415","no","yes",38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2,0
"298","KY",113,"area_code_415","no","no",0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1
"299","TN",57,"area_code_510","no","no",0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2
"300","MS",86,"area_code_510","no","yes",39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2
"301","IN",48,"area_code_510","no","no",0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2
"302","NM",85,"area_code_408","no","yes",37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2
"303","NJ",93,"area_code_415","yes","yes",20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1
"304","UT",68,"area_code_415","no","no",0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5
"305","KY",91,"area_code_415","yes","no",0,145,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2
"306","KS",68,"area_code_510","no","no",0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1
"307","NE",66,"area_code_415","no","no",0,34,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0
"308","FL",116,"area_code_415","no","yes",17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5
"309","MT",78,"area_code_415","no","no",0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1
"310","WA",119,"area_code_415","no","yes",26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1
"311","MI",120,"area_code_415","no","no",0,150.6,85,25.6,119,128,10.12,232.9,123,10.48,6.4,2,1.73,1
"312","AL",146,"area_code_415","no","yes",32,154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3
"313","TX",90,"area_code_415","no","no",0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2
"314","NY",41,"area_code_415","no","no",0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1
"315","WY",33,"area_code_415","no","no",0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2
"316","LA",108,"area_code_510","no","yes",30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2
"317","NV",136,"area_code_415","no","yes",21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2
"318","WY",161,"area_code_415","yes","no",0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1
"319","TN",33,"area_code_415","no","yes",35,186.8,124,31.76,261,69,22.19,317.8,103,14.3,15,5,4.05,0
"320","FL",120,"area_code_415","no","yes",31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0
"321","CA",113,"area_code_415","no","no",0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2
"322","MT",106,"area_code_415","no","no",0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1
"323","MN",179,"area_code_415","no","no",0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1
"324","OR",80,"area_code_415","no","no",0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1
"325","MT",106,"area_code_510","no","no",0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1
"326","MS",107,"area_code_510","yes","no",0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11,9,2.97,2
"327","WV",112,"area_code_415","yes","no",0,161.9,138,27.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,1
"328","KS",103,"area_code_408","yes","no",0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3
"329","PA",69,"area_code_415","no","no",0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3
"330","NJ",24,"area_code_408","no","no",0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2
"331","AL",90,"area_code_415","no","no",0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2
"332","ME",137,"area_code_510","no","no",0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3
"333","VT",38,"area_code_415","no","no",0,137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2
"334","WI",45,"area_code_408","no","no",0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9,3,2.43,2
"335","HI",73,"area_code_408","no","no",0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1
"336","DE",92,"area_code_415","no","no",0,197,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1
"337","AZ",113,"area_code_415","no","yes",32,180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1
"338","VA",68,"area_code_408","yes","no",0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1
"339","AZ",100,"area_code_415","no","yes",26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1
"340","AL",83,"area_code_408","no","no",0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0
"341","OH",61,"area_code_510","yes","yes",16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0
"342","DE",171,"area_code_510","no","yes",17,186.9,94,31.77,240,138,20.4,200.9,64,9.04,5.8,3,1.57,1
"343","AK",156,"area_code_510","no","no",0,123.7,96,21.03,103,80,8.76,189.4,82,8.52,13.1,4,3.54,1
"344","WI",166,"area_code_510","no","no",0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0
"345","KY",75,"area_code_415","no","no",0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2
"346","UT",243,"area_code_510","no","no",0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2
"347","MN",150,"area_code_415","no","no",0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1
"348","MN",80,"area_code_415","no","no",0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0
"349","PA",77,"area_code_510","no","yes",24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1
"350","MO",74,"area_code_415","no","no",0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1
"351","HI",64,"area_code_415","no","no",0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2
"352","CO",121,"area_code_408","yes","no",0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3
"353","NH",88,"area_code_415","no","no",0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2
"354","SC",87,"area_code_408","no","no",0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2
"355","FL",104,"area_code_415","no","no",0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3
"356","GA",27,"area_code_510","no","no",0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1
"357","VT",107,"area_code_510","no","yes",28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1
"358","NV",77,"area_code_415","no","no",0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5
"359","OR",67,"area_code_415","yes","no",0,120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,11,3.08,2
"360","NE",96,"area_code_415","no","no",0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1
"361","WA",166,"area_code_408","no","no",0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0
"362","MA",136,"area_code_408","yes","no",0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3
"363","IA",66,"area_code_510","no","no",0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2
"364","CA",75,"area_code_510","no","yes",38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3
"365","CT",155,"area_code_510","no","no",0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3
"366","WA",103,"area_code_415","no","no",0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5
"367","HI",132,"area_code_415","no","yes",15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1
"368","CO",137,"area_code_415","no","no",0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1
"369","ID",122,"area_code_510","no","yes",33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4
"370","WY",42,"area_code_408","no","no",0,146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,1
"371","DC",103,"area_code_510","no","yes",31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0
"372","MN",103,"area_code_415","no","no",0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0
"373","VT",124,"area_code_415","no","no",0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0
"374","VA",89,"area_code_415","no","yes",32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1
"375","CT",23,"area_code_510","no","no",0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2
"376","WV",161,"area_code_415","no","no",0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4
"377","UT",118,"area_code_415","no","yes",24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1
"378","CO",23,"area_code_408","no","no",0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6
"379","NC",127,"area_code_415","no","yes",25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0
"380","GA",50,"area_code_408","no","yes",24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1
"381","MO",152,"area_code_408","no","no",0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2
"382","HI",72,"area_code_415","no","no",0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0
"383","NV",143,"area_code_415","no","no",0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,0
"384","KY",74,"area_code_510","yes","no",0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1
"385","MD",86,"area_code_408","no","no",0,226.3,88,38.47,223,107,18.96,255.6,92,11.5,13,3,3.51,4
"386","DC",76,"area_code_415","no","no",0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2
"387","TX",130,"area_code_415","no","no",0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1
"388","IA",63,"area_code_510","no","no",0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2
"389","OR",132,"area_code_510","no","no",0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1
"390","ID",99,"area_code_408","no","no",0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1
"391","AL",87,"area_code_408","no","no",0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,1
"392","PA",53,"area_code_415","no","no",0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3
"393","MS",114,"area_code_415","no","yes",34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0
"394","AR",77,"area_code_415","no","yes",23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2
"395","AL",91,"area_code_510","no","yes",23,232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,3
"396","GA",58,"area_code_408","no","no",0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2
"397","NY",9,"area_code_408","no","yes",31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1
"398","NJ",48,"area_code_510","no","yes",22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2
"399","NM",122,"area_code_408","no","yes",33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1
"400","LA",87,"area_code_415","no","no",0,228.7,90,38.88,163,99,13.86,154.1,90,6.93,11.8,3,3.19,1
"401","KY",104,"area_code_415","no","no",0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13,6,3.51,0
"402","VT",63,"area_code_415","no","no",0,278,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4
"403","OR",161,"area_code_415","no","no",0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0
"404","KS",110,"area_code_415","yes","yes",27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1
"405","NV",178,"area_code_408","no","no",0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1
"406","SC",38,"area_code_415","no","yes",31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0
"407","MI",133,"area_code_408","no","no",0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2
"408","DE",64,"area_code_415","no","yes",27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1
"409","ND",182,"area_code_415","no","no",0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8,5,2.16,2
"410","SC",41,"area_code_415","no","no",0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1
"411","WY",76,"area_code_415","no","no",0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1
"412","AR",100,"area_code_510","no","no",0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2
"413","UT",161,"area_code_510","yes","no",0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1
"414","UT",87,"area_code_415","no","no",0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1
"415","VT",119,"area_code_510","no","no",0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,2
"416","MO",119,"area_code_408","no","yes",32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3
"417","RI",87,"area_code_510","yes","no",0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0
"418","CA",112,"area_code_415","no","no",0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5
"419","RI",75,"area_code_415","no","no",0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2
"420","CT",150,"area_code_510","no","no",0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4
"421","IN",161,"area_code_510","no","yes",38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0
"422","RI",158,"area_code_510","no","no",0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0
"423","MN",139,"area_code_510","no","yes",25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2
"424","NC",103,"area_code_415","no","no",0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0
"425","NH",78,"area_code_408","no","no",0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2
"426","AK",50,"area_code_408","no","no",0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1
"427","KS",67,"area_code_408","no","no",0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0
"428","ND",132,"area_code_415","no","yes",31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1
"429","RI",190,"area_code_415","no","yes",26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1
"430","HI",101,"area_code_510","no","no",0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1
"431","NY",68,"area_code_415","no","yes",29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0
"432","KS",117,"area_code_510","no","yes",25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0
"433","NV",22,"area_code_510","no","no",0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1
"434","MN",75,"area_code_415","no","no",0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1
"435","PA",134,"area_code_408","no","no",0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1
"436","MO",164,"area_code_408","no","yes",25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1
"437","UT",82,"area_code_510","yes","no",0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3
"438","KY",111,"area_code_415","no","no",0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3
"439","IN",105,"area_code_510","no","yes",42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0
"440","ME",59,"area_code_510","no","no",0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,2
