"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","number_customer_service_calls","churn","vmail_flag","number"
"230","RI",120,"area_code_415","no","yes",23,114,37.72,254.7,84,117,11.27,7.2,5,2,"no","yes",1.6094379124341
"231","WI",143,"area_code_510","no","no",0,99,33.03,123.6,133,99,10.33,10.2,2,2,"no","no",0.693147180559945
"232","HI",135,"area_code_415","no","no",0,44,32.45,161.4,109,100,10.44,8.4,2,1,"no","no",0.693147180559945
"233","SC",78,"area_code_415","no","yes",21,85,27.3,223.1,79,92,5.58,9.5,1,2,"no","yes",0
"234","MA",13,"area_code_408","no","no",0,100,37.47,211.2,79,112,11.67,13.6,8,2,"no","no",2.07944154167984
"235","WV",74,"area_code_510","no","no",0,102,21.08,262.1,101,98,12.07,11.7,2,2,"no","no",0.693147180559945
"236","CT",87,"area_code_415","no","no",0,83,40.8,134.1,106,84,8.51,9.3,2,0,"yes","no",0.693147180559945
"237","NM",183,"area_code_415","no","no",0,100,32.3,246.6,78,107,13.69,9.5,4,1,"no","no",1.38629436111989
"238","KY",155,"area_code_510","no","no",0,102,31.38,196,117,122,10.19,7.8,1,1,"no","no",0
"239","MO",136,"area_code_415","no","no",0,109,15.71,219,115,80,9.57,12.9,4,2,"no","no",1.38629436111989
"240","AL",42,"area_code_415","no","yes",21,67,21.34,166.7,90,97,10.22,11,1,2,"no","yes",0
"241","FL",91,"area_code_510","no","no",0,106,34.53,210.1,113,129,8.8,12,3,3,"no","no",1.09861228866811
"242","MA",19,"area_code_415","no","yes",29,94,24.26,129.9,60,65,7.44,10,4,0,"no","yes",1.38629436111989
"243","MN",152,"area_code_415","yes","yes",20,120,40.38,253.4,94,80,11.93,14.2,3,9,"yes","yes",1.09861228866811
"244","WY",127,"area_code_415","yes","yes",28,117,16.3,159.5,131,132,6.88,10.4,3,1,"no","yes",1.09861228866811
"245","DC",66,"area_code_415","no","no",0,107,24.89,196.5,99,106,10.35,7.8,2,1,"no","no",0.693147180559945
"246","KY",147,"area_code_408","no","no",0,79,36.18,204.1,91,113,7.03,10.2,2,1,"no","no",0.693147180559945
"247","NC",52,"area_code_408","no","yes",31,88,20.77,139,100,141,6.39,5.7,10,3,"no","yes",2.30258509299405
"248","NV",42,"area_code_415","no","no",0,106,51.66,232.2,54,76,6.62,5.8,3,1,"yes","no",1.09861228866811
"249","IN",154,"area_code_510","no","yes",32,82,32.69,165.3,134,74,9.23,9,1,2,"no","yes",0
"250","AR",49,"area_code_408","yes","yes",32,118,30.07,227,121,115,9.2,15.1,3,3,"yes","yes",1.09861228866811
"251","IA",141,"area_code_510","no","yes",36,99,31.88,241.4,116,105,10.33,10.5,5,3,"no","yes",1.6094379124341
"252","CO",36,"area_code_415","yes","no",0,119,41.65,195.5,91,87,7.46,7.8,7,1,"no","no",1.94591014905531
"253","WV",48,"area_code_408","no","no",0,67,46.78,180.2,108,110,7.15,7.9,2,1,"no","no",0.693147180559945
"254","CO",82,"area_code_408","no","no",0,81,20.67,191.3,109,81,10.41,8.6,5,3,"no","no",1.6094379124341
"255","CT",30,"area_code_408","no","no",0,108,23.39,162,80,126,8.45,5.8,10,3,"no","no",2.30258509299405
"256","AK",103,"area_code_510","no","no",0,62,32.45,226.6,53,96,10.35,7.8,3,2,"no","no",1.09861228866811
"257","NY",64,"area_code_408","no","no",0,126,37.33,303.3,100,65,6.95,9.7,5,1,"no","no",1.6094379124341
"258","AZ",82,"area_code_415","no","yes",33,95,23.43,235.5,128,70,12.06,11,6,2,"no","yes",1.79175946922805
"259","WV",84,"area_code_408","no","no",0,83,14.62,260.7,86,109,4.44,8.9,4,1,"no","no",1.38629436111989
"260","WV",13,"area_code_415","no","no",0,74,24.89,148.5,92,96,9.75,11.3,3,1,"no","no",1.09861228866811
"261","LA",137,"area_code_408","no","no",0,90,25.81,229.6,68,122,7.73,10.8,5,2,"no","no",1.6094379124341
"262","AZ",67,"area_code_415","no","no",0,116,35.82,219.2,86,83,8.09,7.2,6,1,"no","no",1.79175946922805
"263","CO",63,"area_code_408","yes","yes",21,99,25.76,147.8,89,114,9.47,10,4,1,"no","yes",1.38629436111989
"264","WY",105,"area_code_408","no","no",0,86,27.25,195.2,80,109,7.35,12.7,3,2,"no","no",1.09861228866811
"265","NV",110,"area_code_510","no","no",0,94,22.02,92.6,96,110,6.94,9.9,5,3,"no","no",1.6094379124341
"266","ID",56,"area_code_510","no","no",0,79,25.65,161.8,87,115,7.55,11.7,5,3,"no","no",1.6094379124341
"267","VA",118,"area_code_408","no","no",0,71,26.32,244,73,81,7.18,12.8,4,0,"no","no",1.38629436111989
"268","AZ",12,"area_code_408","no","no",0,118,42.43,252.4,119,90,12.61,11.8,3,1,"yes","no",1.09861228866811
"269","UT",144,"area_code_415","no","no",0,96,23.73,124.2,93,75,4.3,15,4,2,"no","no",1.38629436111989
"270","KY",105,"area_code_415","no","yes",24,99,46.7,193.5,118,109,13.48,10.8,3,3,"no","yes",1.09861228866811
"271","LA",121,"area_code_408","no","no",0,121,30.86,218.4,98,103,7.27,8.5,5,1,"no","no",1.6094379124341
"272","NC",111,"area_code_415","no","no",0,98,27.56,217.6,87,107,11.88,7.7,1,0,"no","no",0
"273","WA",136,"area_code_415","no","yes",24,107,41.36,226.8,111,117,6.23,11,4,4,"no","yes",1.38629436111989
"274","CO",156,"area_code_408","no","no",0,106,25.59,152.9,112,86,9.72,3.5,3,1,"no","no",1.09861228866811
"275","MT",27,"area_code_510","no","no",0,102,32.95,118.9,104,124,6.12,9.2,3,0,"no","no",1.09861228866811
"276","DC",80,"area_code_408","no","no",0,90,8.76,164,98,80,7.62,9.5,4,3,"no","no",1.38629436111989
"277","WA",90,"area_code_415","yes","no",0,96,25.19,220.4,111,97,6.04,9.2,1,4,"yes","no",0
"278","IL",84,"area_code_510","no","no",0,129,30.86,130.7,112,118,8.39,8.5,4,1,"no","no",1.38629436111989
"279","VT",107,"area_code_510","no","no",0,76,32.25,156.1,65,91,10.98,8.3,3,5,"no","no",1.09861228866811
"280","TX",123,"area_code_408","no","no",0,92,43.84,211.6,71,104,8.52,9.4,2,2,"no","no",0.693147180559945
"281","ND",148,"area_code_408","yes","no",0,112,23.26,197.5,134,90,4.19,10.3,5,2,"no","no",1.6094379124341
"282","AZ",126,"area_code_415","no","no",0,92,48.28,199.7,78,141,9.15,6.6,2,1,"yes","no",0.693147180559945
"283","AK",141,"area_code_408","no","no",0,74,14.14,190.6,104,79,6.77,10.7,7,1,"no","no",1.94591014905531
"284","NH",103,"area_code_408","no","no",0,125,25.6,169.1,126,104,9.95,10.4,8,8,"yes","no",2.07944154167984
"285","MN",173,"area_code_510","no","no",0,143,49.61,214.3,134,119,6.8,9.9,2,0,"yes","no",0.693147180559945
"286","MS",135,"area_code_510","no","no",0,116,34.7,150.2,74,154,4.86,8.1,1,2,"no","no",0
"287","CO",135,"area_code_415","yes","no",0,151,30.12,209.3,83,114,10.63,11.1,5,2,"no","no",1.6094379124341
"288","WI",87,"area_code_415","no","no",0,97,40.46,164.5,97,132,12.71,10.6,6,2,"no","no",1.79175946922805
"289","OR",124,"area_code_510","no","no",0,108,28.78,178.6,91,82,10.9,12.2,3,1,"no","no",1.09861228866811
"290","DC",74,"area_code_415","no","no",0,83,14.57,247.7,67,85,6.41,10.1,5,2,"no","no",1.6094379124341
"291","MS",117,"area_code_415","no","no",0,122,32.27,235.6,94,120,12.19,12.7,2,1,"no","no",0.693147180559945
"292","AZ",102,"area_code_408","no","no",0,94,26.86,207.9,100,120,8.57,10.1,10,0,"no","no",2.30258509299405
"293","WA",65,"area_code_510","no","no",0,63,31.18,183.6,80,83,6.91,10.7,4,4,"yes","no",1.38629436111989
"294","NH",95,"area_code_408","yes","no",0,134,38.91,255.7,71,120,9.36,10.1,2,4,"yes","no",0.693147180559945
"295","OK",194,"area_code_408","no","no",0,88,27.59,213.7,118,81,8.64,10.9,2,0,"no","no",0.693147180559945
"296","IA",120,"area_code_415","no","yes",33,83,50.92,163.4,84,88,6.6,11.6,5,0,"no","yes",1.6094379124341
"297","AK",78,"area_code_408","no","no",0,67,38.27,199.2,127,102,7.9,14.6,2,0,"no","no",0.693147180559945
"298","SC",99,"area_code_510","no","no",0,70,28.76,271.5,77,104,7.66,10.6,2,0,"no","no",0.693147180559945
"299","OR",94,"area_code_415","no","no",0,103,39.85,279.3,109,121,10.54,2,2,1,"yes","no",0.693147180559945
"300","UT",52,"area_code_408","no","no",0,108,48.99,129.6,136,73,10.33,9.6,5,4,"no","no",1.6094379124341
"301","UT",117,"area_code_510","no","yes",20,98,34.97,136.1,107,147,7.17,8.7,3,2,"no","yes",1.09861228866811
"302","TX",92,"area_code_408","no","no",0,90,15.59,193.7,123,86,7.88,9.2,4,2,"no","no",1.38629436111989
"303","ND",141,"area_code_415","no","no",0,129,35.45,190.3,86,93,6.51,12,9,1,"no","no",2.19722457733622
"304","HI",141,"area_code_510","no","no",0,94,23.49,176.4,84,110,8.23,11.1,6,3,"no","no",1.79175946922805
"305","WA",171,"area_code_408","no","no",0,69,45.99,230,112,111,6.12,9.6,5,1,"yes","no",1.6094379124341
"306","ID",45,"area_code_510","yes","yes",40,114,30.43,272.6,99,80,3.02,10.8,3,3,"no","yes",1.09861228866811
"307","MA",66,"area_code_415","no","no",0,98,19.79,95.6,74,94,8.17,10.5,3,3,"no","no",1.09861228866811
"308","WV",86,"area_code_415","no","yes",38,158,20.91,133.9,119,103,6.22,13.3,4,1,"no","yes",1.38629436111989
"309","OK",174,"area_code_408","no","no",0,49,30.26,141.5,83,114,11.93,6.2,5,3,"no","no",1.6094379124341
"310","KY",78,"area_code_415","no","no",0,112,43.2,215.9,80,124,12.02,16.3,3,0,"yes","no",1.09861228866811
"311","DE",94,"area_code_415","no","yes",38,102,37.4,180.3,119,90,6.13,10.3,2,1,"no","yes",0.693147180559945
"312","IL",44,"area_code_415","no","yes",34,105,37.71,161.7,85,62,10.25,14,7,0,"no","yes",1.94591014905531
"313","ME",39,"area_code_408","no","no",0,104,26.2,204.2,112,92,8.83,9.8,4,2,"no","no",1.38629436111989
"314","NJ",66,"area_code_415","no","yes",16,92,29.7,232.1,105,98,13.74,8.9,2,1,"no","yes",0.693147180559945
"315","MA",80,"area_code_510","no","no",0,123,25.47,276.3,75,75,10.86,10.9,7,2,"no","no",1.94591014905531
"316","WA",80,"area_code_510","no","no",0,101,26.69,208.8,127,109,5.1,16.2,2,2,"no","no",0.693147180559945
"317","UT",96,"area_code_408","no","yes",26,108,24.79,192.2,89,96,7.43,9.9,2,1,"no","yes",0.693147180559945
"318","WV",63,"area_code_415","no","no",0,95,25.13,201.4,72,118,6.97,8.6,8,1,"no","no",2.07944154167984
"319","DE",63,"area_code_408","no","no",0,118,19.91,249.6,90,84,7.3,11.1,4,3,"no","no",1.38629436111989
"320","NV",90,"area_code_415","no","no",0,146,34.58,226.7,117,105,6.86,7.3,4,1,"no","no",1.38629436111989
"321","NH",81,"area_code_415","no","yes",17,89,24.77,202.9,70,92,9.56,9.5,5,1,"no","yes",1.6094379124341
"322","CO",110,"area_code_510","no","no",0,93,22.42,272.7,106,105,8.68,7.1,4,1,"no","no",1.38629436111989
"323","OR",136,"area_code_510","no","no",0,99,44.1,172.7,125,78,13.22,10.7,6,1,"yes","no",1.79175946922805
"324","DE",31,"area_code_408","no","no",0,120,38.95,172.4,79,102,10.96,11,4,3,"no","no",1.38629436111989
"325","MT",138,"area_code_415","no","yes",28,59,25.67,269.5,122,116,8.07,8.9,9,0,"no","yes",2.19722457733622
"326","MN",49,"area_code_415","no","no",0,86,29.16,188.8,85,82,6.98,8.5,2,2,"no","no",0.693147180559945
"327","AL",120,"area_code_415","no","no",0,113,36.81,251.8,91,125,7.4,7.3,1,3,"no","no",0
"328","KS",114,"area_code_415","no","no",0,127,35.56,165.3,93,98,8.86,10.6,8,3,"no","no",2.07944154167984
"329","MS",123,"area_code_415","yes","no",0,106,21.34,128.9,96,129,11.34,6.3,6,4,"yes","no",1.79175946922805
"330","NH",119,"area_code_408","no","no",0,105,36.57,249.4,104,83,11.25,10.8,8,2,"no","no",2.07944154167984
"331","OH",119,"area_code_415","no","yes",27,128,37.42,268.2,133,80,6.59,11.1,3,0,"no","yes",1.09861228866811
"332","UT",57,"area_code_415","no","no",0,100,34.34,168.9,90,119,10.43,3.4,4,1,"no","no",1.38629436111989
"333","MS",109,"area_code_510","yes","no",0,106,31.71,190.3,103,128,7.58,10.5,6,2,"no","no",1.79175946922805
"334","NM",147,"area_code_408","yes","no",0,113,31.25,164.7,110,87,5,10.1,4,1,"no","no",1.38629436111989
"335","MD",120,"area_code_415","no","yes",40,99,21.78,247.7,78,121,8.99,15.6,3,0,"no","yes",1.09861228866811
"336","CA",158,"area_code_510","no","no",0,123,26.5,224.2,112,116,9.95,8.6,8,2,"no","no",2.07944154167984
"337","WV",66,"area_code_415","no","no",0,120,40.73,230.3,110,82,6.89,8.6,3,1,"no","no",1.09861228866811
"338","WA",66,"area_code_415","no","no",0,102,34.87,232.7,109,95,11.7,9.2,6,2,"no","no",1.79175946922805
"339","ID",108,"area_code_415","no","no",0,105,37.71,108.2,107,87,9.32,12.1,3,2,"no","no",1.09861228866811
"340","WV",148,"area_code_415","no","yes",26,150,41.63,118,138,91,10.62,15.2,4,2,"no","yes",1.38629436111989
"341","CT",59,"area_code_415","no","yes",46,44,34.02,126,78,123,6.58,10.6,5,1,"no","yes",1.6094379124341
"342","IA",81,"area_code_510","no","no",0,89,34.6,289.6,69,71,9.58,8.7,3,3,"no","no",1.09861228866811
"343","IL",55,"area_code_415","yes","no",0,121,45.83,171.7,91,98,9.86,8.2,6,1,"no","no",1.79175946922805
"344","MS",132,"area_code_510","no","no",0,83,21.56,243.2,97,106,10.05,7.1,5,3,"no","no",1.6094379124341
"345","LA",96,"area_code_510","no","no",0,75,31.04,188.6,67,81,6.2,9.5,3,5,"yes","no",1.09861228866811
"346","VA",86,"area_code_415","no","yes",30,84,16.98,263.5,125,90,11.46,9.8,7,2,"no","yes",1.94591014905531
"347","LA",158,"area_code_408","no","no",0,126,34.34,163.5,86,84,8.79,10.4,6,1,"no","no",1.79175946922805
"348","CA",90,"area_code_510","no","yes",22,121,31.94,209.9,101,102,11.55,10.4,5,2,"no","yes",1.6094379124341
"349","WV",177,"area_code_408","no","no",0,81,38.73,161.8,97,106,9.76,8,5,1,"no","no",1.6094379124341
"350","WV",87,"area_code_415","no","no",0,125,9.86,67.5,116,136,8.37,11.5,3,0,"no","no",1.09861228866811
"351","UT",83,"area_code_510","no","no",0,71,35.51,214.8,92,108,11.16,13,5,1,"no","no",1.6094379124341
"352","AZ",63,"area_code_415","no","no",0,125,10.01,169.6,59,88,9.51,9.4,3,1,"no","no",1.09861228866811
"353","SD",88,"area_code_415","no","no",0,115,36.65,216.2,85,65,7.71,11.8,1,3,"no","no",0
"354","DE",60,"area_code_510","no","no",0,66,39.22,165.4,65,139,13.91,13.3,10,1,"no","no",2.30258509299405
"355","NV",116,"area_code_510","no","yes",35,103,20.06,167.2,106,102,9.26,11.8,2,2,"no","yes",0.693147180559945
"356","NJ",64,"area_code_510","no","no",0,83,27.64,152.3,109,122,2.59,14.2,3,1,"no","no",1.09861228866811
"357","MT",16,"area_code_510","no","no",0,65,26.04,229.7,90,94,6.67,10.7,8,1,"no","no",2.07944154167984
"358","DE",85,"area_code_510","no","no",0,100,35.96,184.6,88,131,7.39,13.3,4,2,"no","no",1.38629436111989
"359","AZ",90,"area_code_415","no","no",0,77,30.46,210.7,99,58,12.46,9.2,6,2,"no","no",1.79175946922805
"360","NM",93,"area_code_510","no","yes",21,131,20.04,164.5,115,86,9.76,9.8,3,1,"no","yes",1.09861228866811
"361","AK",52,"area_code_408","no","no",0,104,36.89,152.3,83,109,6.04,11.8,4,2,"no","no",1.38629436111989
"362","OR",48,"area_code_415","no","no",0,92,32.37,317.5,85,113,6,8.3,4,2,"no","no",1.38629436111989
"363","NH",125,"area_code_415","yes","no",0,78,50.73,270.5,142,84,4.83,12.2,2,0,"yes","no",0.693147180559945
"364","MN",116,"area_code_408","no","no",0,84,33.64,168.1,113,145,10.79,12,6,1,"no","no",1.79175946922805
"365","WA",97,"area_code_408","no","no",0,82,46.94,201.1,106,73,10.41,8.9,4,0,"yes","no",1.38629436111989
"366","GA",92,"area_code_510","no","no",0,125,35.36,198.9,76,97,3.44,8.6,6,0,"no","no",1.79175946922805
"367","ND",117,"area_code_415","yes","no",0,101,26.88,315.1,96,108,7.92,13.9,2,3,"yes","no",0.693147180559945
"368","IL",48,"area_code_415","no","yes",37,81,23.51,187.6,74,113,7.11,11.6,1,2,"no","yes",0
"369","OK",44,"area_code_408","no","no",0,86,49.1,175.9,87,106,9.69,9.5,2,0,"yes","no",0.693147180559945
"370","MS",64,"area_code_408","yes","no",0,77,40.15,218.6,85,97,8.73,13.2,2,2,"yes","no",0.693147180559945
"371","AR",73,"area_code_415","no","no",0,109,31.4,161.3,108,103,6.7,11.3,4,2,"no","no",1.38629436111989
"372","CA",85,"area_code_415","no","no",0,104,33.27,182.9,121,110,14.61,8.6,9,0,"no","no",2.19722457733622
"373","NY",99,"area_code_415","no","no",0,102,24.75,230.9,87,86,8.17,11.4,7,1,"no","no",1.94591014905531
"374","MA",103,"area_code_408","no","no",0,79,29,144.8,126,102,8.71,6,3,0,"no","no",1.09861228866811
"375","OH",103,"area_code_415","no","yes",40,95,27.97,228.7,82,97,8.76,7.4,1,4,"no","yes",0
"376","ND",131,"area_code_408","no","yes",33,100,30.11,194,85,124,11.4,5.2,5,1,"no","yes",1.6094379124341
"377","DC",99,"area_code_415","no","yes",31,71,41.5,203.4,58,115,10.53,7.7,4,3,"no","yes",1.38629436111989
"378","HI",106,"area_code_415","no","no",0,97,25.14,209.3,99,80,7.29,8.8,5,2,"no","no",1.6094379124341
"379","NJ",127,"area_code_510","no","no",0,91,41.68,217.2,92,128,10.94,13.9,6,0,"yes","no",1.79175946922805
"380","OR",165,"area_code_415","no","yes",33,140,18.97,213.3,111,115,12.04,16,3,0,"no","yes",1.09861228866811
"381","CT",54,"area_code_415","no","yes",33,73,27.51,273,58,76,6.93,13.7,4,0,"no","yes",1.38629436111989
"382","WV",131,"area_code_510","no","no",0,96,43.62,225.2,113,91,8.56,11.1,3,1,"yes","no",1.09861228866811
"383","LA",82,"area_code_415","no","no",0,101,33.61,127.6,83,103,6.39,13.5,3,1,"no","no",1.09861228866811
"384","MS",138,"area_code_408","no","no",0,124,23.58,280.3,64,98,9.3,10.4,4,1,"no","no",1.38629436111989
"385","OH",26,"area_code_510","no","no",0,63,25.5,225,90,99,9.1,9.2,5,3,"no","no",1.6094379124341
"386","OH",107,"area_code_415","no","yes",26,123,27.47,195.5,103,103,11.45,13.7,3,1,"no","yes",1.09861228866811
"387","WY",142,"area_code_408","no","yes",34,85,37.32,144,120,84,11.62,7,3,1,"no","yes",1.09861228866811
"388","MA",79,"area_code_408","no","yes",27,125,32.69,147.3,108,97,9.67,7.8,4,1,"no","yes",1.38629436111989
"389","FL",97,"area_code_415","no","yes",28,97,34.39,69.2,84,64,11.59,6.7,3,1,"no","yes",1.09861228866811
"390","VA",130,"area_code_415","no","no",0,68,23.58,205.6,102,108,10.4,13.6,3,2,"no","no",1.09861228866811
"391","VA",106,"area_code_415","no","no",0,121,39.98,220.6,87,91,10.63,11.8,4,1,"no","no",1.38629436111989
"392","WV",78,"area_code_408","no","no",0,88,38.47,306.2,81,120,9.04,7.8,11,1,"yes","no",2.39789527279837
"393","WY",54,"area_code_408","no","yes",39,73,24.46,210.3,117,117,5.81,12.5,8,2,"no","yes",2.07944154167984
"394","MS",144,"area_code_415","no","yes",26,94,30.11,206,85,95,11.47,6.6,2,2,"no","yes",0.693147180559945
"395","ND",56,"area_code_510","no","no",0,92,27.93,233.7,107,104,8.43,11.8,1,2,"no","no",0
"396","MS",38,"area_code_415","no","yes",25,106,24.21,313.7,109,117,5.7,13.4,6,2,"no","yes",1.79175946922805
"397","OR",103,"area_code_510","yes","no",0,78,29.19,144.5,86,106,7.11,6.8,3,3,"no","no",1.09861228866811
"398","AL",60,"area_code_408","yes","yes",29,113,45.2,215.8,94,82,4.86,14,12,0,"yes","yes",2.484906649788
"399","HI",149,"area_code_510","no","no",0,61,28.32,218.8,107,131,9.37,8.2,6,7,"no","no",1.79175946922805
"400","NY",93,"area_code_408","no","no",0,103,27.69,243.6,97,111,7.76,7,5,4,"no","no",1.6094379124341
"401","ND",84,"area_code_415","no","yes",33,106,27.05,149.8,101,108,9.6,13,18,1,"no","yes",2.89037175789616
"402","WV",59,"area_code_510","no","no",0,100,32.25,115.9,133,115,9.93,7.4,4,0,"no","no",1.38629436111989
"403","OR",12,"area_code_415","no","no",0,98,34.78,212.5,90,95,8.19,9.8,7,2,"no","no",1.94591014905531
"404","RI",28,"area_code_510","no","no",0,109,30.74,288.8,58,91,8.64,14.1,6,2,"no","no",1.79175946922805
"405","NM",110,"area_code_415","no","no",0,92,33.69,147.1,97,76,8.98,16.5,4,4,"no","no",1.38629436111989
"406","CT",103,"area_code_510","no","no",0,104,27.23,138.9,70,97,14.06,9.7,2,0,"no","no",0.693147180559945
"407","RI",127,"area_code_415","no","yes",27,59,23.82,223.4,111,73,11.61,3.8,10,1,"no","yes",2.30258509299405
"408","SD",125,"area_code_510","no","yes",34,112,45.63,222.2,108,102,5.29,10.3,3,0,"no","yes",1.09861228866811
"409","NH",124,"area_code_415","no","no",0,113,43.23,78.9,104,69,6.89,11.8,2,2,"no","no",0.693147180559945
"410","MN",138,"area_code_510","no","no",0,123,9.32,147.5,76,119,7.81,11.5,1,1,"no","no",0
"411","KY",155,"area_code_510","yes","yes",38,84,39.88,214.9,119,69,8.85,8,2,1,"yes","yes",0.693147180559945
"412","ND",63,"area_code_415","no","yes",32,124,37.21,214.3,125,120,11.71,12.9,3,1,"no","yes",1.09861228866811
"413","DE",54,"area_code_415","yes","no",0,77,36.4,240.5,94,75,8.5,10.1,3,1,"no","no",1.09861228866811
"414","NJ",134,"area_code_415","no","yes",32,75,38.08,97.5,103,80,9.52,10.7,5,2,"no","yes",1.6094379124341
"415","GA",107,"area_code_408","no","no",0,119,19.53,239.7,91,112,7.44,12.6,5,2,"no","no",1.6094379124341
"416","PA",141,"area_code_510","no","no",0,113,36.65,200.6,81,107,6.92,12.4,6,1,"no","no",1.79175946922805
"417","WV",94,"area_code_415","no","no",0,113,14.6,226.7,91,110,12.58,15.6,16,0,"no","no",2.77258872223978
"418","MN",93,"area_code_415","no","no",0,80,29.24,219.1,76,108,7.64,10.3,3,0,"no","no",1.09861228866811
"419","NC",182,"area_code_415","no","no",0,118,47.52,203.2,113,101,7.84,10.7,4,2,"yes","no",1.38629436111989
"420","IL",131,"area_code_510","no","no",0,123,44.78,151.9,74,101,9.83,10.7,2,2,"no","no",0.693147180559945
"421","WY",90,"area_code_415","no","no",0,121,35.22,292.5,104,103,10.18,8,1,2,"no","no",0
"422","AL",74,"area_code_415","no","no",0,79,35.21,182,100,73,10.52,7.4,8,1,"no","no",2.07944154167984
"423","LA",133,"area_code_510","no","no",0,81,29.27,214.9,123,90,8.29,11.1,6,3,"no","no",1.79175946922805
"424","KY",76,"area_code_415","no","no",0,69,34.68,225.1,110,85,10.81,9.6,5,1,"no","no",1.6094379124341
"425","DE",131,"area_code_408","no","no",0,80,16.05,215.1,101,108,8.09,13.1,9,2,"no","no",2.19722457733622
"426","WV",85,"area_code_408","no","no",0,81,38.25,176.9,63,110,8.74,7.1,2,3,"no","no",0.693147180559945
